2025-12-11 09:06:44 | 188.119.36.168 | Türkiye | Desktop | human | Real human | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:39:52 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:40:19 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:40:26 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:40:39 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:40:53 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:41:05 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:41:09 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:41:12 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:41:18 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:42:09 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:42:46 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:42:57 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:43:18 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:43:28 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:44:15 | 2a00:1880:a290:3562:e03d:9748:4ae8:d7bc | Türkiye | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1
2025-12-11 21:44:19 | 2a00:1880:a290:3562:e03d:9748:4ae8:d7bc | Türkiye | Mobile | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1
2025-12-11 21:44:27 | 2a00:1880:a290:3562:e03d:9748:4ae8:d7bc | Türkiye | Mobile | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1
2025-12-11 21:44:31 | 2a00:1880:a290:3562:e03d:9748:4ae8:d7bc | Türkiye | Mobile | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1
2025-12-11 21:44:36 | 2a00:1880:a290:3562:e03d:9748:4ae8:d7bc | Türkiye | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1
2025-12-11 21:44:39 | 2a00:1880:a290:3562:e03d:9748:4ae8:d7bc | Türkiye | Mobile | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1
2025-12-11 21:48:33 | 157.230.210.220 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:53:49 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:53:57 | 141.51.110.126 | Germany | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 zgrab/0.x
2025-12-11 21:54:35 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:54:45 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 21:59:13 | 217.119.139.38 | Russia | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36
2025-12-11 21:59:15 | 38.135.24.215 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | libredtail-http
2025-12-11 21:59:20 | 38.135.24.215 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | libredtail-http
2025-12-11 21:59:20 | 38.135.24.215 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | libredtail-http
2025-12-11 21:59:20 | 38.135.24.215 | United States | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | libredtail-http
2025-12-11 22:08:29 | 188.119.36.168 | Türkiye | Desktop | bot | Bilinen bot olarak tespit edildi | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
2025-12-11 22:08:30 | 188.119.36.168 | Türkiye | Desktop | bot | Bilinen bot olarak tespit edildi | Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
2025-12-11 22:08:30 | 188.119.36.168 | Türkiye | Desktop | bot | Bilinen bot olarak tespit edildi | Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)
2025-12-11 22:08:31 | 188.119.36.168 | Türkiye | Desktop | bot | Bilinen bot olarak tespit edildi | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/123.0.0.0 Safari/537.36
2025-12-11 22:08:31 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36
2025-12-11 22:08:32 | 188.119.36.168 | Türkiye | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1
2025-12-11 22:08:32 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 22:08:33 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0
2025-12-11 22:26:26 | 204.101.161.15 | Canada | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:42:50 | 89.42.231.241 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46
2025-12-11 22:43:10 | 36.41.75.167 | China | Mobile | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1
2025-12-11 22:46:55 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:47:19 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:47:23 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:49:06 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:49:12 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:49:32 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:49:40 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:49:58 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:50:07 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:50:11 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:50:15 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:50:17 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:50:18 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:50:18 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:50:18 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:50:18 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 22:50:23 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-11 22:50:27 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0
2025-12-11 22:53:00 | 204.76.203.8 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Linux Gnu (cow)
2025-12-11 23:02:14 | 204.76.203.8 | The Netherlands | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | 
2025-12-11 23:02:50 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:02:54 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:03:08 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:07:24 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:07:29 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:07:37 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:08:02 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:08:04 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:08:05 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:08:05 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:08:07 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:08:13 | 188.119.36.168 | Türkiye | Desktop | human | Tüm kontrolleri geçti → Gerçek insan | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:08:21 | 188.119.36.168 | Türkiye | Desktop | bot | Cloudflare Turnstile çözülemedi | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
2025-12-11 23:11:04 | Turnstile başladı
IP: 188.119.36.168 | Token: ...
API Response: Array
(
    [error-codes] => Array
        (
            [0] => missing-input-response
        )

    [success] => 
    [messages] => Array
        (
        )

)

---
2025-12-11 23:14:53 | Turnstile başladı
IP: 188.119.36.168 | Token: 0.dp3Gb1v6b2C9H2QXJR...
API Response: Array
(
    [action] => human-verification
    [cdata] => 
    [challenge_ts] => 2025-12-11T20:14:53.486Z
    [error-codes] => Array
        (
        )

    [hostname] => gonderisorgula.xyz
    [metadata] => Array
        (
            [interactive] => 1
        )

    [success] => 1
)

---
2025-12-11 23:15:03 | Turnstile başladı
IP: 188.119.36.168 | Token: 0.EGj1rf0Qhqi2Wh2HCi...
API Response: Array
(
    [action] => human-verification
    [cdata] => 
    [challenge_ts] => 2025-12-11T20:15:03.148Z
    [error-codes] => Array
        (
        )

    [hostname] => gonderisorgula.xyz
    [metadata] => Array
        (
            [interactive] => 1
        )

    [success] => 1
)

---
2025-12-11 23:16:12 | Turnstile başladı
IP: 188.119.36.168 | Token: 0.R9ai9hIseEDML9LOph...
API Response: Array
(
    [action] => human-verification
    [cdata] => 
    [challenge_ts] => 2025-12-11T20:16:12.687Z
    [error-codes] => Array
        (
        )

    [hostname] => gonderisorgula.xyz
    [metadata] => Array
        (
            [interactive] => 1
        )

    [success] => 1
)

---
2025-12-11 23:20:29 | Turnstile başladı
IP: 188.119.36.168 | Token: 0.koezlSo-RI9dHYlm9Y...
API Response: Array
(
    [action] => human-verification
    [cdata] => 
    [challenge_ts] => 2025-12-11T20:20:26.841Z
    [error-codes] => Array
        (
        )

    [hostname] => gonderisorgula.xyz
    [metadata] => Array
        (
            [interactive] => 1
        )

    [success] => 1
)

---
2025-12-11 23:20:50 | Turnstile başladı
IP: 188.119.36.168 | Token: 0.nUpsTvmTPypZygXYbK...
API Response: Array
(
    [action] => human-verification
    [cdata] => 
    [challenge_ts] => 2025-12-11T20:20:47.377Z
    [error-codes] => Array
        (
        )

    [hostname] => gonderisorgula.xyz
    [metadata] => Array
        (
            [interactive] => 1
        )

    [success] => 1
)

---
2025-12-11 23:21:19 | Turnstile başladı
IP: 188.119.36.168 | Token: 0.VkroXlEqPa26h-9Ujs...
API Response: Array
(
    [action] => human-verification
    [cdata] => 
    [challenge_ts] => 2025-12-11T20:21:17.986Z
    [error-codes] => Array
        (
        )

    [hostname] => gonderisorgula.xyz
    [metadata] => Array
        (
            [interactive] => 1
        )

    [success] => 1
)

---
